"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000139914",3.09873554458878,2.16822217128987,32.0760910061727,1.48250623997628e-08,0.000285160075259438
"ENSG00000242265",4.00935399043311,2.97874341238355,24.637125397135,6.92055524963395e-07,0.00665584401133545
"ENSG00000110436",-2.60871647324342,5.36862797278012,23.5394237687467,1.2238027630968e-06,0.00784661538272235
"ENSG00000165060",1.13339789380997,3.93140531359077,20.668666464749,5.46022547739549e-06,0.0262568592644256
"ENSG00000214087",1.5763097324101,2.90207593769015,19.0584291646973,1.26776558563884e-05,0.0487709420795263
"ENSG00000186198",-4.5264730706,0.398096731875697,16.5785363385671,4.66762989107644e-05,0.149636434924759
"ENSG00000079557",1.76805869515336,8.11757422537674,16.0446265519522,6.18669473371576e-05,0.170001533147175
"ENSG00000228271",-4.34890720139623,-1.71801194256829,15.4916010254831,8.28726709863957e-05,0.184434729897294
"ENSG00000205358",-2.50234627468563,7.62185232091962,15.4150889083434,8.62964683688923e-05,0.184434729897294
"ENSG00000120675",1.34768647525821,4.4218177404324,14.7980452851903,0.000119659469939024,0.230164990427713
"ENSG00000121900",-1.61020466949569,2.00041044504858,14.5019377375451,0.000140015443569347,0.241099169894994
"ENSG00000169432",-1.79107195028538,3.39923815585008,14.2509263758896,0.00015998204329152,0.241099169894994
"ENSG00000060709",-8.57969190692729,-1.05670889314505,14.2163654819614,0.000162947190467113,0.241099169894994
"ENSG00000090382",1.39733929150224,4.95707962111517,13.7502395397264,0.000208794192000949,0.286868305938447
"ENSG00000110244",4.66094854329674,7.86112676531072,13.3952254562405,0.000252265616620346,0.323439247859127
"ENSG00000110680",5.30102649162985,4.72205744342843,13.2739652332987,0.000269117387111798,0.323439247859127
"ENSG00000264745",-2.67829299890383,-0.280764055490072,13.0293398893117,0.000306648619271639,0.323439247859127
"ENSG00000156510",-4.45048679512713,2.89793253782711,13.0157548496434,0.000308881233819162,0.323439247859127
"ENSG00000168056",-1.01845300652337,5.82526147769208,12.9525402240378,0.000319487689593107,0.323439247859127
"ENSG00000167588",1.31066658088186,6.51882192176585,12.822254707912,0.000342520709351365,0.329419292218676
"ENSG00000210140",2.3249812339015,4.64555061397285,12.6427154487797,0.000377031929847161,0.331375852702314
